user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status,Sentiment
DeshSePrem_,India,Twitter for Android,,12-04-2021 02:59,FALSE,49,"#DelhiPolice_TorturingFarmers
I heard they traveling across india and The leader is beaten everywhere he goes and s… https://t.co/9R9bERUWo7",0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:59,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/NJQfFUBXQj,0,FALSE,Negative
singhvicky_123,"Punjab, India",Twitter for Android,,12-04-2021 02:59,FALSE,813,Delhi police arresting people from Punjab that does belong to their jurisdiction. Is Punjab Govt sleeping...… https://t.co/jZwtftC14u,0,FALSE,Positive
_raat__,"Surrey, British Columbia",Twitter for Android,,12-04-2021 02:59,TRUE,304,"farmers r still protesting!!
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
Iamjazzie96,Canada 🍁,Twitter for iPhone,,12-04-2021 02:59,TRUE,1790,"@jokrrr0 @karanvirk77 It’s very painful to see.

Waheguru ji will recover this innocent soul.

@capt_amarinder… https://t.co/jG9a7IfbTQ",0,FALSE,Negative
rajasthani03,,ISupportFarmers,,12-04-2021 02:59,FALSE,23,"Delhi police beating and torturing farmers on behest of BJP
#DelhiPolice_TorturingFarmers
 Sad for democratic count… https://t.co/OyyNfIoPoe",0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 02:59,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/iTIyRyM671,0,FALSE,Negative
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 02:59,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/IB6dFhyaxs",2,FALSE,Negative
DrmanvirS,Punjab,Twitter Web App,,12-04-2021 02:59,FALSE,551,"#DelhiPolice_TorturingFarmers
Modi u can't beat us like that...",4,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:59,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/APVhVgHd3l,0,FALSE,Negative
Amuu213,,Twitter for Android,,12-04-2021 02:59,FALSE,522,The Police is torturing the farmers since the day the protest had started.. #DelhiPolice_TorturingFarmers,5,FALSE,Positive
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:59,FALSE,94,Delhi police is beating farmers. Farmers are peacefully protesting for their demands to be heard.… https://t.co/aBCpmpNipZ,0,FALSE,Positive
Gurbaaj12,Panjab ,Twitter for Android,,12-04-2021 02:59,FALSE,585,Trending on no. 4 #DelhiPolice_TorturingFarmers https://t.co/0ha6PCqcI1,0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:59,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/u7gWSjDEms,0,FALSE,Negative
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:59,FALSE,69,"Police 'torturing' farmers in UP, Uttarakhand to stop them from joining protests: BKU
#DelhiPolice_TorturingFarmers… https://t.co/966lHLf9RM",0,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 02:59,FALSE,152,"Farmers sitting on the highway carrying the KMP highway closed, trolleys, mattresses and cots.… https://t.co/KRERSMQCTn",0,FALSE,Negative
Manu6_k,"New Delhi, India",Twitter for Android,,12-04-2021 02:59,TRUE,257,@ChannSingh083 @John_Wick_pb65 @jot_sohal4 @Gurpreet_pb02_ @navneetkaursoh3 @Harpree18078555 @Ishwarp07537935… https://t.co/UwFMvFiEdL,0,FALSE,Positive
FaizanK69525395,,Twitter for Android,,12-04-2021 02:59,FALSE,72,"we are against three black laws,why is being snatched our protest rights, R we living democratic country??? #DelhiPolice_TorturingFarmers",0,FALSE,Negative
karanB698,"Brampton, Ontario",Twitter for iPhone,,12-04-2021 02:59,FALSE,28,It time to speak up nd stand with farmers...#DelhiPolice_TorturingFarmers,0,FALSE,Positive
savtantarsandhu,ਪੰਜਾਬ ☬🌾,Twitter for Android,,12-04-2021 02:59,TRUE,813,"Government of a democracy is supposed to have an open ear, not a huge ego.

#DelhiPolice_TorturingFarmers 
#NoFarmersNoFood 
#FarmersProtest",4,FALSE,Negative
deeprana1007,,ISupportFarmers,,12-04-2021 02:59,FALSE,71,"Was just a trial, says Rakesh Tikait as farmers' blockade of KMP Expressway ends
#DelhiPolice_TorturingFarmers
 Sup… https://t.co/7hRyLTy4qD",0,FALSE,Positive
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:59,TRUE,89,"Jagsir's face may have blood running down
Or
Ranjit's face may be trampled under the police boot.
But their eyes ha… https://t.co/rbE9dVWm4z",0,FALSE,Negative
judge_rupinder,,ISupportFarmers,,12-04-2021 02:58,FALSE,56,This is human rights violation. Beating a farmers because he was protecting women from BJP goons… https://t.co/PSmgBhwzSv,1,FALSE,Positive
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:58,TRUE,89,"Cousin of Lakha Sidhana was illegally detained by @CPDelhi from Patiala.
He was beaten, tortured &amp; barbaric methods… https://t.co/mG7bMojj6U",0,FALSE,Negative
jssaini54634980,,ISupportFarmers,,12-04-2021 02:58,FALSE,164,"Delhi police used teargas on on peaceful farmers who are protesting for their rights
#DelhiPolice_TorturingFarmers… https://t.co/YlB0Ex6Rs6",0,FALSE,Positive
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 02:58,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/n7N8aDucEn",1,FALSE,Negative
ShammiSekhon,🇨🇦Canada,Twitter Web App,,12-04-2021 02:58,TRUE,10609,"#4
Politics · Trending
#DelhiPolice_TorturingFarmers
27.6K Tweets",5,FALSE,Positive
Nishawan001,40 ਮੁਕਤਿਆਂ ਦੀ ਧਰਤੀ 🙏🙏,Twitter for Android,,12-04-2021 02:58,FALSE,1720,"Inform my land &amp; children we did not give up 

A farmer is a magician who produce money from mud

We ain't giving u… https://t.co/ZuRc4txVDt",0,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 02:58,FALSE,192,"Riot police attempt to clear farmers from Delhi protest camp
#DelhiPolice_TorturingFarmers
 The World is Watching https://t.co/IWNFVCHgVU",0,FALSE,Positive
Parmind42619715,"ਮੋਹਾਲੀ,ਪੰਜਾਬ",Twitter for Android,,12-04-2021 02:58,FALSE,564,"#DelhiPolice_TorturingFarmers

Stop your atrocities
Shame on @CPDelhi 
@capt_amarinder",1,FALSE,Positive
gurjeetbeniwal,India,Twitter for Android,,12-04-2021 02:58,FALSE,899,"One of the visuals showing the torturing mode to restrict farmers!

#DelhiPolice_TorturingFarmers https://t.co/qTEQueCsGn",0,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 02:58,FALSE,561,Human rights violations in India against farmers must be condemned. The world is watching.… https://t.co/xEVLTpNNjy,0,FALSE,Positive
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:58,TRUE,89,"Use all the state machinery that you want.
Delhi police, ED, CBI etc
It just proves how scared you are of your own… https://t.co/m7rOcvDYWx",0,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 02:58,FALSE,71,"Delhi police used teargas on on peaceful farmers who are protesting for their rights
#DelhiPolice_TorturingFarmers… https://t.co/Hvx7qb0PMW",0,FALSE,Positive
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 02:58,FALSE,494,"Delhi police continue to engage with BJP goons and threaten the farmers protest. 
#DelhiPolice_TorturingFarmers
 Ch… https://t.co/kpFG5qgRIa",0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:58,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/qvqWu3EdHD,0,FALSE,Negative
Manu6_k,"New Delhi, India",Twitter for Android,,12-04-2021 02:58,TRUE,257,@hkp3003 You took an oath to serve people. You promised to be faithful &amp; serve the constitution of India w/ loyalty… https://t.co/aTDBS04byx,0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:58,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/EhLQNh9H7k,0,FALSE,Negative
gill_psg,,ISupportFarmers,,12-04-2021 02:58,FALSE,64,Delhi police arresting people from Punjab that does belong to their jurisdiction. Is Punjab Govt sleeping?… https://t.co/4PghZfMWFa,0,FALSE,Positive
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:58,TRUE,89,".@capt_amarinder Why Punjab Government allowed @CPDelhi to pick and detain Lakha Sidhana’s innocent cousin?
Is… https://t.co/lFqiahQO2c",0,FALSE,Positive
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 02:58,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/euPfCiONQ5",1,FALSE,Negative
ParminderSDhal3,,Twitter for Android,,12-04-2021 02:57,TRUE,196,"Stop Harassing Farmers
#DelhiPolice_TorturingFarmers https://t.co/7PHcPHpDes",0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/Dre3lC4NqW,0,FALSE,Negative
jakariamolla91,,Twitter for Android,,12-04-2021 02:57,FALSE,34,"@irfanterkheda Sick minded Sanghis Duggal Sahab Are you sleeping? 
Now no outrage on Maha Kumbh? 
Sahi Snan? 
#DelhiPolice_TorturingFarmers",0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/M8lNdMGaTU,0,FALSE,Negative
rajasthani03,,ISupportFarmers,,12-04-2021 02:57,FALSE,23,"India farmer protests put police brutality and use of ‘lathis’ under spotlight
#DelhiPolice_TorturingFarmers
 Sad f… https://t.co/1olfK8kJBJ",0,FALSE,Negative
Inspira18035189,5Aab,Twitter for Android,,12-04-2021 02:57,FALSE,70,"Use Hashtag in the support of farmers .
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/HAqMxKWvy2,1,FALSE,Negative
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:57,TRUE,89,.@DGPPunjabPolice was the permission taken by @CPDelhi to abduct and use 3rd degrees to interrogate a domicile of P… https://t.co/3urLaSNjhL,0,FALSE,Positive
Manu6_k,"New Delhi, India",Twitter for Android,,12-04-2021 02:57,TRUE,257,@Bhupinderq33n @Tractor2twitr @navdeepsingh_77 @gillsukhmani111 @HarshKumarBhal1 @Monica_Gill1 @MahuaMoitra… https://t.co/BkjBGgPeiV,1,FALSE,Positive
harmeetxsingh,"New Delhi, India",Twitter for iPhone,,12-04-2021 02:57,FALSE,143,"Keep supporting farmers !!
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
karanB698,"Brampton, Ontario",Twitter for iPhone,,12-04-2021 02:57,FALSE,28,We ll never forget how police brutality beat our brothers nd sister in delhi..  we ll fight until we ll get justice… https://t.co/2iRNQQ6cge,0,FALSE,Positive
Bikramj69764422,,Twitter for iPhone,,12-04-2021 02:57,FALSE,208,"'Shameful' and 'Disgusting' act by Delhi Police...!!!!!

#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/3ZRLElZjuw",0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/HifvgxsK9u,0,FALSE,Negative
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:57,FALSE,94,Delhi police using tear gas on farmers. So many farmers were injured as police hit them on face. Police used expire… https://t.co/91CCoQQK1n,0,FALSE,Positive
TutSimran,"California, 🇺🇸",Twitter for iPhone,,12-04-2021 02:57,FALSE,60,"@manugill45 @Iamjazzie96 I condemn their Heinous Acts
Delhi Police Violated Human Rights… https://t.co/L7xz41Jqdm",1,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/TgySrxifVy,0,FALSE,Negative
navin4nation,India,Twitter for Android,,12-04-2021 02:57,FALSE,2278,@DS_SPSSM @Nikhil4INDI @NaseebHindustan @navdeepsingh_77 @rural_HR @ramanmann1974 @pb07cheema @vijaypks51… https://t.co/7vrmGcKtxe,1,FALSE,Positive
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:57,FALSE,69,"""Was Tortured"": Man Captured By Farmers, Accused Of Planning To Disrupt Tractor Rally
#DelhiPolice_TorturingFarmers… https://t.co/YEL8AONxZb",2,FALSE,Positive
Harpree04229949,,Twitter for Android,,12-04-2021 02:57,FALSE,40,"@MahuaMoitra Work only for two...
#hum_do_hmare_do 
#FarmersProtest #Farmers_vs_BikauModi… https://t.co/sPnFDAzflg",1,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/mveR9knD4d,0,FALSE,Negative
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:57,TRUE,89,"Post 26th January incidents, Ranjit Singh was abducted by @CPDelhi from protest sites while he was trying to save w… https://t.co/3J8nnldkju",0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/W11yqaB5AY,0,FALSE,Negative
NavJammu,,Twitter for iPhone,,12-04-2021 02:57,TRUE,1022,"@baljindr5891 Well said 

#DelhiPolice_TorturingFarmers",0,FALSE,Positive
FARMERS24X7,,Twitter for Android,,12-04-2021 02:57,FALSE,15,"@narendramodi So which jmaat is BJP now ?
If tablighi jmaat was talibani jmaat as oer media there should be one nam… https://t.co/djRYeGrmSt",1,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 02:57,FALSE,152,"Police silencing the farmers by torturing them.
#DelhiPolice_TorturingFarmers
 Farmers against injustice. https://t.co/tC4uqMUfqT",0,FALSE,Positive
Manu6_k,"New Delhi, India",Twitter for Android,,12-04-2021 02:57,TRUE,257,"@Kisanektamorcha @capt_amarinder He is lakha sidhana's brother,Delhi police kidnapped him last night and brutally… https://t.co/A3y1eZBAbm",2,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/p4XS21Q79E,0,FALSE,Negative
pavi2aujla,India,Twitter for Android,,12-04-2021 02:57,TRUE,356,Shame on india  #DelhiPolice_TorturingFarmers https://t.co/WGAFnsgQ2j,0,FALSE,Positive
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 02:57,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/4OWIsYLUlU",3,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/AVMk7JI0tS,0,FALSE,Negative
Naveen_great1,,Twitter Web App,,12-04-2021 02:57,FALSE,17,"#DelhiPolice_TorturingFarmers
@Kisanektamorcha 
 
Shame 
How sbi loots  common man to compensate  willful defaulter… https://t.co/is1RMBvkvN",0,FALSE,Negative
butterfly0o0o0,,Twitter for iPhone,,12-04-2021 02:57,FALSE,259,"I was gonna love the cat until I remembered she looks exactly like you 🤢@KanganaTeam 
#DelhiPolice_TorturingFarmers https://t.co/txs0ZlpGgR",5,FALSE,Positive
deeprana1007,,ISupportFarmers,,12-04-2021 02:57,FALSE,71,Human rights violations in India against farmers must be condemned. The world is watching.… https://t.co/jNrWmm76EA,0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/gmEmaoUkfV,0,FALSE,Negative
ParminderSDhal3,,Twitter for Android,,12-04-2021 02:57,TRUE,196,"Shameful Act by Delhi Police
#DelhiPolice_TorturingFarmers https://t.co/HkkdwHmpPv",0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:57,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/1MF3O1Qi4r,0,FALSE,Negative
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 02:57,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/Pj8DFyWie0",0,FALSE,Negative
Rupinde82940926,Patiala punjab india,Twitter for Android,,12-04-2021 02:56,FALSE,25,"Today Hashtag 
Retweet 

#DelhiPolice_TorturingFarmers",0,FALSE,Positive
judge_rupinder,,ISupportFarmers,,12-04-2021 02:56,FALSE,56,"Peaceful protesters scare Delhi Police. 
#DelhiPolice_TorturingFarmers
 I support farmers!!! https://t.co/4NoOkhjxLe",0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:56,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/TZO375NiR5,0,FALSE,Negative
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 02:56,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/nhkcv1jplQ",1,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 02:56,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/y1zEJXxCe4,0,FALSE,Negative
Manu6_k,"New Delhi, India",Twitter for Android,,12-04-2021 02:56,TRUE,257,"@Its_mannkaur Inform my land &amp; children we did not give up 

A farmer is a magician who produce money from mud

We… https://t.co/KmRlNTe9Qi",0,FALSE,Positive
jssaini54634980,,ISupportFarmers,,12-04-2021 02:56,FALSE,164,"India farmer protests put police brutality and use of ‘lathis’ under spotlight
#DelhiPolice_TorturingFarmers
 I sup… https://t.co/WNV6UZs2gd",1,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:56,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/EGmruL1Hu9,1,FALSE,Negative
JinderKamboj2,India,Twitter for Android,,12-04-2021 02:56,FALSE,5330,"Today’s tagline 

#DelhiPolice_TorturingFarmers",1,FALSE,Positive
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 02:56,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/DQ63x0c52u",1,FALSE,Negative
The_Secret000,,Twitter for Android,,12-04-2021 02:56,FALSE,266,"Because u choose ur ruler.

First improve your conscience, then fight for change
#DelhiPolice_TorturingFarmers",1,FALSE,Positive
The_Secret000,,Twitter for Android,,12-04-2021 02:56,FALSE,266,No one can harm us without our permission. We ourselves give them permit to torture us. We used to cast our vote bl… https://t.co/ASlITHayXi,1,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 02:56,FALSE,192,"Delhi police is targeting elderly farmers rather than the true criminals of India. 
#DelhiPolice_TorturingFarmers… https://t.co/HkBF9535ix",1,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:56,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/qj4WofombJ,1,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 02:56,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/wnABDQXgUV,1,FALSE,Negative
surjeets3s,,Twitter for Android,,12-04-2021 02:56,FALSE,256,"trending @ no.4 with 25k+ tweets
#DelhiPolice_TorturingFarmers
bye..",3,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 02:56,FALSE,561,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 I Support Farmers! https://t.co/qnrvekhrMo",0,FALSE,Positive
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:56,TRUE,89,"Jallianwalan bagh went down as a black day in history when British Police tortured protesting Indians.
But even his… https://t.co/zW5PgpjbXZ",0,FALSE,Negative
preetjaikaur,"Ontario, Canada",Twitter for Android,,12-04-2021 02:56,TRUE,2451,"Today Hashtag
#DelhiPolice_TorturingFarmers",10,FALSE,Positive
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,12-04-2021 02:56,FALSE,992,I am a person who is unhappy with things as they stand. We cannot accept the world as it is. Each day we should wak… https://t.co/wOabjMHvoV,5,FALSE,Negative
KingKisshor,,Twitter for iPhone,,12-04-2021 02:56,FALSE,5,"@deep_khushdeep More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culpr… https://t.co/7XtpSklC9g",0,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 02:56,FALSE,71,This is human rights violation. Beating a farmers because he was protecting women from BJP goons… https://t.co/QVVLQJMbBy,0,FALSE,Positive
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 02:56,FALSE,494,"Delhi police is targeting elderly farmers rather than the true criminals of India. 
#DelhiPolice_TorturingFarmers… https://t.co/0H5pipVsqy",0,FALSE,Positive
farmer3630,,Twitter for Android,,12-04-2021 02:56,TRUE,983,"No farmers No Food
#DelhiPolice_TorturingFarmers https://t.co/2GAHSpnFlv",1,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:56,FALSE,5,"@jssaini54634980 More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culp… https://t.co/ofrUHAIer6",0,FALSE,Positive
gill_psg,,ISupportFarmers,,12-04-2021 02:56,FALSE,64,The current Indian administration is condoning violence against farmers. The world is watching.… https://t.co/1lekJffuFA,0,FALSE,Positive
rajasthani03,,ISupportFarmers,,12-04-2021 02:55,FALSE,23,Delhi police using tear gas on farmers. So many farmers were injured as police hit them on face. Police used expire… https://t.co/i3IC2S2cL4,0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:55,FALSE,5,"@SinghPunni More than 350+ Farmers lost their life’s during the ongoing Protest 
Rather then catching the culprits,… https://t.co/m0GPUR6umN",0,FALSE,Positive
nalaikjatt,"Amritsar, India",Twitter Web App,,12-04-2021 02:55,FALSE,45,Delhi police torturing farmers and supporters because rss/bjp is not able to break spirit of protesting farmers. We… https://t.co/vqipXv27oQ,0,FALSE,Negative
MujeebrehmanUr,,Twitter Web App,,12-04-2021 02:55,FALSE,147,"𝗧𝗵𝗲 𝗘𝘆𝗲𝘀 Are Useless, 𝗪𝗵𝗲𝗻 The Mind is 𝗕𝗹𝗶𝗻𝗱.

#FarmersProtest 
#DelhiPolice_TorturingFarmers https://t.co/SiYZmsEhuo",0,FALSE,Negative
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:55,TRUE,89,If @capt_amarinder and @PunjabPoliceInd had approved Delhi Police to abduct and torture Lakha Sidhana’s innocent br… https://t.co/NDemBSuLHv,0,FALSE,Positive
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:55,FALSE,94,"Police silencing the farmers by torturing them.
#DelhiPolice_TorturingFarmers
 Inquilab zindabaad!!!!!! https://t.co/46AA4Yqiqd",0,FALSE,Positive
Pardeep12651785,,Twitter for Android,,12-04-2021 02:55,FALSE,99,Today hashtag #DelhiPolice_TorturingFarmers,0,FALSE,Positive
Gurbaaj12,Panjab ,Twitter for Android,,12-04-2021 02:55,FALSE,585,"Be a patriot &amp; support farmers.
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
FARMERS24X7,,Twitter for Android,,12-04-2021 02:55,FALSE,15,@narendramodi Tablighi jmaat was called talibani jmaat what name should we give to ur rallies in these time of covi… https://t.co/FnYWr7TiuQ,0,FALSE,Positive
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:55,FALSE,69,International organisations support Indians farmers: NYT carries full page declaration… https://t.co/fIWBrmklsl,0,FALSE,Positive
MDhill0n,,Twitter for Android,,12-04-2021 02:55,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/hCjW5ydwuT,0,FALSE,Negative
SahilDuggal0023,Malaysia,Twitter for Android,,12-04-2021 02:55,TRUE,89,"Before it becomes a norm, @capt_amarinder You need to take serious legal action against @DGPPunjabPolice for abduct… https://t.co/zrLb9gdcOA",0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 02:55,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/ejuoqzc1Qs,0,FALSE,Negative
kaurraman00,,ISupportFarmers,,12-04-2021 02:55,FALSE,152,"Hospitalised farmer alleges torture by Sathankulam cops

#DelhiPolice_TorturingFarmers
 Farmers against injustice. https://t.co/TK7GfijrNc",0,FALSE,Positive
farmer3630,,Twitter for Android,,12-04-2021 02:55,TRUE,983,"No farmers No Food, 😝
#DelhiPolice_TorturingFarmers https://t.co/c8k7liVFn9",1,FALSE,Positive
drhksibia,"Ludhiana, India",Twitter for Android,,12-04-2021 02:55,TRUE,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/bB1edTWX3p",0,FALSE,Negative
karanB698,"Brampton, Ontario",Twitter for iPhone,,12-04-2021 02:55,FALSE,28,If fighting for nd rising our voice for our rights is a CRIME IN INDIA we ll commit it until we win... we support f… https://t.co/p8xRmzBlEp,0,FALSE,Positive
theprateeek,India ♥️,Twitter for iPhone,,12-04-2021 02:55,TRUE,2,"May be “ they are doing their duty?

But “ please don’t torture Farmers unnecessary”

“ भारत माँ हैं, हर किसान माँ… https://t.co/AId26b1YSY",0,FALSE,Negative
MDhill0n,,Twitter for Android,,12-04-2021 02:55,FALSE,363,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/CiODTefmB2,0,FALSE,Negative
SinghPunni,"Bathinda, India",Twitter for Android,,12-04-2021 02:55,FALSE,417,Delhi Police arrested some farmers while they were shopping for groceries. False charges being imposed on them.… https://t.co/UxbJz5ghOl,0,FALSE,Negative
deeprana1007,,ISupportFarmers,,12-04-2021 02:55,FALSE,71,"""Was Tortured"": Man Captured By Farmers, Accused Of Planning To Disrupt Tractor Rally
#DelhiPolice_TorturingFarmers… https://t.co/VLlNILTusK",0,FALSE,Positive
